created_at,full_text,sntiment,location,id
2020-03-14 19:43:39+00:00,#اجلس_بالبيت https://t.co/j450XP5Rq8,C,"شناص, سلطنة عمان",1238913705020207000
2020-03-14 20:43:15+00:00,"@Sara300020 #لسلامتك_انثبر_بالبيت 
#الرياض_الان 
#انثبروا_ببيوتكم 
#كورونا 
#تعليق_عمل_البنوك 
#كلنا_في_البيت_لاجل_السعوديه 
#عشان_الكويت_خلوكم_في_البيت 
#الحجر_المنزلي 
#وينك_فيه_الان_اثبت",S,,1238928702358069200
2020-03-15 00:56:58+00:00,#اغلاق_الصالونات #انثبروا_ببيوتكم https://t.co/DRwkdTtkex,C,دولة الكويت,1238992552205918200
2020-04-04 16:29:04+00:00,"استفتاء بخصوص العطله والحجر : 
#اكثر_شي_سويته_بالحجر_المنزلي 
#صفاء_بصلة 
#يالله_نفتي
#فعاليات_الحجر_الصحي 
#يلا_نتفلسف
#يلا_نبجي",C,"The Capital, Kuwait",1246474881723662300
2020-04-02 07:08:02+00:00,#صباح_الخيرᅠ #بالخاطر_كلام #الخميس #المرأه_بشر #اعزل_نفسك #اطمئن #اعتدال #الصبر #يخبرني_الصباح #خواطر #صباح_الخير https://t.co/4A6qqPb846,S,,1245608914793533400
2020-04-11 08:17:05+00:00,"قصة غريبة ولكن جميلة، نحن أبطالها وكتّاب نهايتها السعيدة. 
يومياتنا، نشاطاتنا، ولحظات لم نعشها من قبل داخل منازلنا.
سنصنع منها لليوم متعة، وللغد ذكرى، وللوطن رسالة امتثالٍ ومحبة.
#كلنا_مسؤول
#نبيها_صفر 
#اجلس_بالبيت
@SaudiMOH
@HattanSaad 
@adhwa230
@IdreesAldrees
@Nezar_Nasser https://t.co/gQvprxTI2Z",P,Riyadh,1248887783365783600
2020-03-15 04:19:28+00:00,"⠀

   وخيرُ القلوب .. قلبٌ تعلّقَ بالذي سَوّاه.
#صباح_الخير 
#اجلس_بالبيت
من يعرف وين ذا المنظر؟ 😍 https://t.co/TzGTL8TI2h",C,Oman,1239043513741914000
2020-03-29 22:29:35+00:00,احلي مسا ع الاسكندرانيه واخدين الدنيا هزار . لو حصل حاجه هيبقي بسببكو #كورونا_في_مصر #خليك_في_البيت #آعٌزٍلَ_نِفُسِکْ,C,cairo,1244391281997959200
2020-03-14 22:09:22+00:00,"#المعتقلون_بخطر_كورونا
🔻سكوتنا عن الظلم .. "" ظلم "" 🔻
#انثبروا_ببيوتكم #كورونا https://t.co/fBOThVirdX",S,ارض الأحرار .. ارض الحرمين,1238950375304114200
2020-03-14 16:59:34+00:00,#انثبروا_ببيوتكم,S,,1238872408771244000
2020-03-29 03:46:57+00:00,"#اعزل_نفسك استفيدو☑️ ⭐️كود خصم  ماكس : 1MA328
⭐️كود خصم سنتر بوينت : 3CA429
✨كود خصم نون : CD213
✨كود خصم سبلاش: 2SA234
⭐️كود خصم باث اند بودي : MEJ 
✨كود خصم نمشي : AC27
✨كود خصم G8374: HM
✨كود خصم موقع فورديل : AC742
✨كود خصم نسناس؛ mk552
⭐️كود خصم ستايلي: AR5015",S,اللهم أجمعنا بالجنّه (),1244108759607185400
2020-03-14 20:11:01+00:00,"#المسؤولية_الاجتماعية هي جزء لا يتجزاء من المواطنة وهي المعيار الحقيقي الذي يوضح الإنتماء وحبّ الوطنّ من كان يحمل في داخله هذا الحسّ حقيقة سيلتزم فعلياً ويكون مساهم في احتواء الأزمة قريباً جداً ستكون فخوراً بنفسك لانك عضو فعال في مواجهة الحدث
#كورونا 
#كلنا_في_البيت_لاجل_السعوديه",P,الرياض,1238920592017035300
2020-04-03 16:06:40+00:00,"1️⃣0️⃣ 3 أبريل / تقديم وقت بدء #منع_التجول في #الدمام و #القطيف و #الطائف إلى الساعة الثالثة عصراً اعتباراً من اليوم الجمعة.
المملكة تتحمل 60 % من رواتب موظفي #القطاع_الخاص السعوديين في المنشآت المتأثرة من تداعيات #كورونا .",W,حفر الباطن,1246106857120444400
2020-04-04 05:09:15+00:00,"صباح الخير
يا أردن يا وطني
صباح الخير يا أملي
صباح الخير يا علمي
صباح الخير يا جيشي
صباح الخير يا عشقي وحبي
صباح الخير لكل من أحب الوطن🇯🇴
#رفرف_ولا_يهمك_الزلم_تشيل_همك
#الأردن #صباح_الخير #خليك_في_البيت 
#صور_وانت_في_البيت 
#COVID2019 
#اكثر_شي_سويته_بالحجر_المنزلي 
#منع_التجول https://t.co/d2aWvwOiXQ",C,Jordan,1246303799897186300
2020-04-06 18:41:52+00:00,"فيديو  | #الداخلية: #منع_التجول على مدار الـ 24 ساعة على العديد من المدن والمحافظات بـ #المملكة 

#فيروس_كورونا #كلنا_مسؤول 
 https://t.co/FGFXKdkNqS",W,Saudi Arabia,1247233077019107300
2020-03-15 07:03:31+00:00,"#فعاليات_الحجر_المنزلي 

#القطاع_الخاص #انثبروا_ببيوتكم #المرحلة_الابتدائية #اغلاق_الصالونات #كورونا #ليش_داخل_التويتر #كورونا_مصر 

"" القلق لا يغير أي شيء ، لكن الثقة بالله تغير كل شيء ❤💞",S,قلب وعيون ماما 🤎,1239084797256970200
2020-03-27 01:10:34+00:00,"#بِرّاً_بمكة حملة لدعم المحتاجين ولأصحاب
الأعمال الميدانية الصغيرة المتأثرة خلال
فترة #منع_التجول تنطلق الأحد المقبل في جميع محافظات المنطقة، لعلها تكون محفز لانطلاق حملات مشابهة في جميع مناطق المملكة. #كلنا_مسؤول https://t.co/u7ICF6C9Xd",T,,1243344627517849600
2020-03-29 00:27:24+00:00,#اعزل_نفسك و أحصل على وظيفة عن بعد مع برنامج #العمل_عن_بعد أحد برامج وزارة العمل لتوطين الوظائف و تنمية الكوادر السعودية https://t.co/AjWR1xMzaL,S,KSA - Riyadh,1244058543378047000
2020-04-11 01:34:29+00:00,"#كلنا_مسؤول
#خلك_في_البيت
#منع_التجول
#كلنا_مسؤول_نبيها_صفر
#نبيها_صفر https://t.co/TLKlMJUNQd",S,,1248786464542019600
2020-03-29 19:33:36+00:00,"ففيه سلامتك وبقاء حياتك وتحصين الأخرين من نقل العدوى فخُطة الدولة فيها سعياً لمصلحة وطن ومواطن فلاتكُن مُخالفاً للأنظمة والتعليمات وتُعرض نفسك للعقوبة فأنت وأنا والجميع مسؤولون عن الأمن الصحّي والتعاون الإيجابي في سبيل إنحصار الوباء عن بلدنا ومُجتمعنا لا إنتشارة
#اعزل_نفسك",P,في قلب أمي,1244346991376838700
2020-04-04 10:14:04+00:00,"#خليك_بالبيت #كلنا_مسؤول #مكه_المكرمة #منع_التجول @ Mecca, Saudi Arabia https://t.co/zwbj7ZyQTM",S,مكة المكرمة - النسيم,1246380507564331000
2020-03-29 01:28:20+00:00,#اعزل_نفسك من كثر ماعزلت نفسي جاني أكتئاب,T,"الرياض , السعوديه",1244073874922315800
2020-03-14 18:48:37+00:00,"#انثبروا_ببيوتكم 
#تعليق_عمل_البنوك 
#كورونا #باقي_المولات #كلنا_في_البيت_لاجل_السعوديه #السعودية #عشان_الكويت_خلوكم_في_البيت #إيطاليا #ايقاف_الدوري #كوفيد_19 #الحجر_المنزلي #CoronaVirusUpdates #المفقود_ https://t.co/D7fc0KXSOD",S,تجدوني بالمفضلة,1238899854929264600
2020-03-28 23:27:45+00:00,"ربّ ركعة في جوف الليل أحيت قلبآ
وسترت عيبا وغفرت ذنبا ورفعت مقام صاحبها في عليين .🍃
أسأل الله .🤲🏽
أن يحيي قلبي 
وقلوبكم بعبادته.🌹
#الوتر_جنة_القلوب♡ 
#الوتر_والدعاء_سلاحنا_من_كورونا 
 #اعزل_نفسك
@RTwit_1 https://t.co/lLEtmXfcLP",S,,1244043530055663600
2020-03-29 13:36:23+00:00,"#اعزل_نفسك

🤣🤣🤣 https://t.co/ZhzHDc2ji3",S,ويلان ⚡️,1244257094859206700
2020-04-02 08:07:09+00:00,"يوماً ما في لحظةٍ ما سأقول وأنا في منتهى بهجتي انتهى جفاف الأيام بعد عناء وأخيرًا أزهرت كأنني لم أذبل يومًا"". #اعزل_نفسك #كورونا #الرياض #شمال_الرياض #photography https://t.co/0A5oj8Rwap",P,الرياض& الخبــر,1245623794594484200
2020-03-16 01:26:11+00:00,"الرجاء الالتزام بالتعليمات #وزارة_الصحه
#اسبوعين_فقط #اغلاق_المولات_في_السعودية #انثبروا_ببيوتكم #وزارة_الصحة_السعودية https://t.co/0L3iAURQCB",P,,1239362292602593300
2020-03-15 00:51:10+00:00,"#فعاليات_الحجر_المنزلي
#ليش_داخل_التويتر
اذا كنت تعمل بالقطاع #الصحي سجل معنا الان بدبلوم مكافحة #العدوي المعتمد دوليا و المصدق من الخارجية الامريكية.
للاشتراك وتساب:
(https://t.co/HWXHK6q59k)

#السعودية #كلنا_في_البيت_لاجل_السعوديه #تعليق_الدراسة #الحجر_المنزلي #دورات_تدريبية. https://t.co/8zdmGzEvtW",S,,1238991092692988000
2020-03-14 20:13:36+00:00,"#كلنا_في_البيت_لاجل_السعوديه

اللَّهُم إني استودعتك وطني من كل داء ومن كل مرض 🇸🇦❤️.",T,,1238921240213180400
2020-03-23 13:01:18+00:00,"تمعنوا في حكمة هذا الرجل 🙏🏻
تمعنوا فيما يدعوا له 
هكذا هم المستنيرين وجدوا لينيروا الطريق 🙏🏻
#منع_التجول 
#يحدث_الآن 
#مساء_الخير https://t.co/zYy789Sbbd",C,UAE,1242073939632894000
2020-03-29 02:47:50+00:00,"اللهم إني أصبحت منك بعافيه وستر فاتمم 
علي عافيتك وسترك بالدنيا والأخره .

 #اعزل_نفسك",T,,1244093882679341000
2020-03-14 22:05:58+00:00,"معلومة غريبة ولا تحدثّ  الا عندنا 
""ترامب يدعوا الى الصلاة غداً الاحد والسديس 
يقول تجنبوا التجمعات وخاصة في اماكن الشعائر الدينية والطواف و المساجد وعدم دخول مكة ""

#كورونا 
#ترامب 
#كلنا_في_البيت_لاجل_السعوديه",S,اكتب عن كيف سنعالج وضع وطني,1238949518974038000
2020-03-29 02:59:50+00:00,"🌸🌱

#اعزل_نفسك
#المدينة_الان 
#يخبرني_الصباح 
#صباح_الخير https://t.co/evyOfWsOZr",S,المدينة المنورة،خريجة ازياء,1244096901651325000
2020-03-14 22:54:27+00:00,"شعور الكره بعد كمية الحب لدرجة إنك تسأل نفسك هل كنت أحبه أصلاً؟
NGg

 #مجلس_الوزراء 
 #الكويتيون_يد_واحده_ضد_كورونا
 #اغلاق_الصالونات
 #قاعد_بالبيت
 #من_اجل_الكويت
 #انثبروا_ببيوتكم",S,📌مرات قليل ادب ™️,1238961720074350600
2020-03-14 17:27:05+00:00,"#كلنا_في_البيت_لاجل_السعوديه                       
استودعناك يا الله أنفسنا وأهلنا واحبابنا وديارنا اللهم اصرف عناشرالاسقام واحفظنا بحفظك يالله .",T,,1238879336251490300
2020-03-29 19:54:20+00:00,"@KSASociety #هام..

مراكز ضبط الدخول والخروج من #جدة 👇
#منع_التجول
-",W,,1244352211540467700
2020-03-14 20:42:19+00:00,#اجلس_بالبيت خلك واعي وقد الثقه لا تستهين بالوضع أستغل هذي الفتره تعلم شي جديد أقراء كتاب تعرف على أفراد اسرتك العب ببجي أهم شيئ لا تطلع من بيتك وفر فلوسك ع الاقل حفظكم الله 🌿✅ https://t.co/db0WBPueEB,C,OM|🇴🇲,1.23893E+18
2020-03-29 01:53:42+00:00,"هذا اعلان ؟؟ 

This is sponsor ??

#اعزل_نفسك",S,,1244080260985041000
2020-03-15 22:57:16+00:00,"#المولات_المغلقة 
#بتمرن_بالبيت 
#خليك_بالبيت 
#اسبوعين_فقط 
#انثبروا_ببيوتكم https://t.co/xNcTjdboUf",S,,1239324818392088600
2020-03-28 23:50:32+00:00,"#اعزل_نفسك

من الاساس الحمدلله  احب جلسة البيت.

 الحمدلله😍",P,,1244049265531510800
2020-03-14 21:16:39+00:00,"أفضل ما يمكن عمله في الظروف الحالية، الأخذ بحديث النبي ﷺ حين سُئِل: ما النجاة؟ قال:

١- *أمسك عليك لسانك* 
(لا للإشاعات)

٢- *وليسعك بيتك* 

(البقاء في المنزل)

٣- *وابْكِ على خطيئتك* 
(الاستغفار والدعاء)🌹

#انثبروا_ببيوتكم #كوفيد_19 #كورونا #منقول #كورونا_الجديد",P,,1238937109639110700
2020-04-08 02:22:04+00:00,"🍃 ياربّ وإن ضاقت علينا الأيام
أجعل لنا منها مخرجًا يدلّنا على السِعة اللهم السِعة وإن اشتدّت العتمة من حولنا 
اللهم النور وإن اظلمت علينا الأيام
اللهم السِعة في كلّ وقتٍ وحين 🍃
#فجريات
#نبيها_صفر
#خليك_في_البيت",T,المملكة العربية السعودية,1247711278614884400
2020-03-30 02:28:42+00:00,"ياعربنا ياهل الذود والديرة
ياهل التوحيد والمنهج السامي 
الوبا في الصين جتنا تحاذيرة
والخبر منشور في بث الاعلامي
من عزل نفسه سلم من غثا غيره
والحجر والعزل بالنص الالزامي
يالله انك تحفظ الشعب واميرة
وترفع الامراض عنا والاسقامي

#الكويت_كورونا 
#الكويت
 #اعزل_نفسك",C,دولة الكويت,1244451453994971100
2020-03-14 17:53:28+00:00,"#كلنا_في_البيت_لاجل_السعوديه

#انثبروا_ببيوتكم 

طيب ترا درينا الله يصلحكم ويعافينا https://t.co/Dsx8Mj7mjv",T,,1238885975083884500
2020-03-25 10:18:42+00:00,"#منع_التجول وش هو مناطق ثلاث عشر إلى يمنع الدخول والخروج
طيب الي عندهم مراجعات صحيه مثل تغير قسطرة بالمثانه الله يشفيه ويشفيهم  وش وضعهم",T,,1242757796879388700
2020-04-06 14:03:00+00:00,"وزارة @Moi_kuw 

شكرا  على الشفافيه .. كل الوافدين نحاشوا من المناطق المذكوره والسبب شفافيتكم وبطئكم باتخاذ القرار .. 

الشر يعم والخير يخص .. 
#حظر_كلي على جميع مناطق تمركز الوافدين السالميه حولي بنيد القار وغيرهم ..  #اعزل_نفسك https://t.co/dJjn8ywzYL",S,,1.24716E+18
2020-03-25 10:10:41+00:00,رابعاً : لا يشمل منع التنقل الفئات التي سبق استثناؤها من #منع_التجول، مع مراعاة أن يكون الاستثناء في أضيق نطاق ووفق الإجراءات والضوابط التي تضعها الجهة المعنية .,W,المملكة العربية السعودية,1242755779607908400
2020-03-29 01:55:20+00:00,"#صباح_الخير لكل من وصلتهم هذه التغريدة

بنات اللي تحس طفشانة والدنيا مزعلتها تعالو نسولف دي ام بطبطب عليكم وبواسيكم ):

لو تحسو طفش تعالوا سولفوا دي ملل.. حياكم ⁦❤️⁩

#شكرا_الدفاع_الجوي
#الرياض_الان
#اعزل_نفسك
#ترديد_سكر_محلي_الساعه_٩",C,Turkey,1244080672484003800
2020-03-29 03:16:01+00:00,اعزل نفسك وانتم الي نشوفك بالشارع؟ #اعزل_نفسك,N,#scorpion,1244100977491357700
2020-03-14 19:05:33+00:00,#كلنا_في_البيت_لاجل_السعوديه انا اقترح اغلاق المولات فهي اولى من المساجد لما فيها من عمالة غير مسلمة لا تلتزم بالوضوء والملابس يلمسها كم شخص والسلالم وغيرها,P,الرياض,1238904113406128000
2020-03-14 00:32:56+00:00,@iiAAA_DDDii ماحاصلك لا الحفجي ولا لندن #انثبروا_ببيوتكم,S,,1238624116875374600
2020-04-07 14:21:41+00:00,صديق الحجر الجديد 🙏🏽.                              #خليك_في_البيت #اعزل_نفسك https://t.co/jdoBeVs0GR,S,,1247529986392608800
2020-03-14 17:56:13+00:00,خلاص بجلس بالبيت وانتو اقعدو في بيوتكم لحد يطلع  #كلنا_في_البيت_لاجل_السعوديه,P,Kingdom of Saudi Arabia,1238886666200285200
2020-03-15 11:40:02+00:00,"الله أكبر .. حي على الصلاة 
لا تقولون نسيت و ماعندي وقت و راح اجمع .. #قاعد_بالبيت_من_أجل_الكويت #فعاليات_الحجر_المنزلي #قاعد_بالبيت #اغلاق_الصالونات #انثبروا_ببيوتكم 
الله يحفظكم و يبارك فيكم 💪🏽🇰🇼 https://t.co/quXr1y4gDF",S,,1239154383373455400
2020-03-14 20:08:42+00:00,"#خذها_مني استمتع في بيتك مع أحبتك واشعرهم بحبك لذلك وليس رغما عنك و #انثبروا_ببيوتكم !
.
وهذه فرصة لعمل برنامج يومي لتطوير المهارات لدى أفراد الأسرة وسوف أقوم 
من غدا بإذن الله بكتابة إقتراحات وأفكار أسأل الله أن تعجبكم
.
تأكد أن أعظم وقاية تقوم بها مع الأزمه بقائك في المنزل🏡",P,"جدة, المملكة العربية السعودية",1.23892E+18
2020-03-14 09:36:12+00:00,@Socrates_Pod نصيحه استغلوا وقت #خلك_بالبيت #كورونا  واستمتعوا بالمادة المفيدة هنا .,P,"جدة, المملكة العربية السعودية",1238760834958078000
2020-04-04 16:13:55+00:00,"نفذت #بلدية_طريب  حملة مكثفة لتنظيف وتعقيم الشوارع والمرافق بمركز العرين خلال فترة #منع_التجول ضمن الجهود الاحترازية للوقاية من فيروس #كورونا الجديد.

#البلديات_تكافح_كورونا 
#أمانة_منطقة_عسير https://t.co/apJba8Otil",W,المملكة العربية السعودية,1246471066484162600
2020-03-28 22:56:06+00:00,#اعزل_نفسك https://t.co/1rzJHYYG1R,S,"مكة المكرمة, المملكة العربية ا",1244035563386286000
2020-03-15 07:05:21+00:00,"#SuperGleeSocks
#SgleeS 
#COVIDー19
#CoronaKatie
#โควิด_19
#القطاع_الخاص
#المرحلة_الابتدائية
#MasterAudioLaunch
#CoronaVirusUpdates
#فعاليات_الحجر_المنزلي
#DSTVMVCA
#panicshopping
#RESTEZCHEZVOUS
#ليش_داخل_التويتر
#StayHome
#انثبروا_ببيوتكم
#اغلاق_الصالونات
#ShoesdayTuesday",S,"Riyadh, Kingdom of Saudi Arabi",1239085258995269600
2020-03-29 01:31:49+00:00,"خذ دقيقة من وقتك وقل سبحان الله والحمد لله ولا إله إلا الله والله أكبرُ ولآحول ولا قوة إلا بالله كن سببا في تذكير الكثيرين بذكر الله .. ♥
 #اعزل_نفسك",T,المملكة العربية السعودية,1244074753809399800
2020-03-24 09:37:45+00:00,"صحيفة سبق/ #النيابة_العامة توجّه بالقبض على الفتاة المحرّضة على مخالفة #منع_التجول. #عاجل... - عبر تطبيق نبض @NabdApp 
https://t.co/mBC58hSWTI",W,جدة,1242385103055134700
2020-03-15 06:02:31+00:00,"أغنية سودانية 👳🏿‍♂️👳🏾‍♂️  
#صباح_الخير
#كورونا
#فعاليات_الحجر_المنزلي
#اغلاق_الصالونات
#انثبروا_ببيوتكم
#كورونا_مصر https://t.co/Yac6K56RFN",S,المملكة العربية السعودية,1239069445785620500
2020-03-15 04:59:14+00:00,"أيهذا الشاكي وما بك داء.. كن جميلا تر الوجود جميلا
#صباح_الخير 
#اجلس_بالبيت https://t.co/yrMohfftvD",C,Oman,1239053520311025700
2020-03-29 00:12:31+00:00,"🇸🇦💫 #نبض_صوره 
#القصيم_تلتزم
#كلنا_مسؤول #منع_التجول #الزم_بيتك https://t.co/5qb2aNWl9S",S,Saudi Arabia,1244054796572733400
2020-03-14 19:43:25+00:00,"صورة معبرة ..
#أبطال_الصحة
#كورونا #انثبروا_ببيوتكم #كوفيد_19 #كلنا_في_البيت_لاجل_السعوديه https://t.co/KSlh78VS3L",S,"الرياض, السعودية",1238913643208728600
2020-04-08 15:48:59+00:00,"#فيروس_كورونا  #وعيك_مناعتك 
#مؤسسة_أبجديات_التنموية_الثقافية
#منظمة_الصحة_العالمية #أدب_العزل 
#كلنا_مسؤول #كورونا #اعزل_نفسك #خليك_في_البيت

https://t.co/IMRtX9DGL4 https://t.co/IRlBPA0mEo",S,"جدة, المملكة العربية السعودية",1247914343519355000
2020-04-11 15:13:12+00:00,"الخبر نفس الخبر ماطرى علمٍ جديد
نفس همنا والسهر و #كورونا بيننا تزيد
#خليك_بالدار  
#خليك_فالبيت 
#كلنا__مسؤول 
#ايطاليا_تنهار 
#الحجر_المنزلي 
#الحجر_المنزلي_واجب_وطني",C,"المدينةالمنورة - Cardiff, UK",1248992503212228600
2020-03-14 17:02:07+00:00,بعد ظهور هذا الوباء المسمى بالكرونا نسأل الله ان يحمينا ويبعده عنا فما بيدنا الا ان نرجع الى الله فهي رساله من الله عز وجل على ضعف العبد وانه هو القوي وهو ايضاً الرحيم فهذه اكبر فرصه نرجع بها الى الله.. #انثبروا_ببيوتكم,C,"Al Jabriyah, Kuwait",1238873051833475000
2020-03-14 17:34:30+00:00,"#كلنا_في_البيت_لاجل_السعوديه

يازينها زيناه ماتدري ترضي امها ولا ابوها ماشاء الله عليها 👏🏻♥️ https://t.co/zlePcn0QAf",S,السعوديةالعظمى,1238881202670465000
2020-03-28 23:26:22+00:00,"#اعزل_نفسك عشت كثيراً حتى اقتنعت
أن الاستمرار في العتب تعب
والتجاهل صدقة جارية لمن لا يفقه كثيراً بالنقاش 
والمواقف خريف العلاقات
يتساقط منها المزيفون كأوراق الشجر
فلا تهتمواً كثيرا ولا تعاتبوا أحداً ولا تركضوا خلف أحد
لتذكروهم بوجودكم
واعلموا جيداً أن من يحب لا ينسى ولا يتغير",S,,1244043182041694200
2020-04-11 10:15:07+00:00,"#خلك_بالبيت تبقى سليم، صحتك انت واهلك أولى 💚 

#يلا_مع_هلايلا #اجلس_بالبيت #حظر_كامل #فعاليات_البيت https://t.co/PSZB8rOeS1",P,Saudi Arabia,1248917488735264800
2020-04-04 16:02:37+00:00,"تجربة اسلوب التأثيري
#رسمتي #فن_الرسم #فعاليات_الحجر_المنزلي #فنانين  #منع_التجول #السناب https://t.co/5Hz55WK8Ux",S,"Riyadh, Kingdom of Saudi Arabi",1246468224272814000
2020-03-29 13:10:50+00:00,"#اعزل_نفسك
@abdul_huss https://t.co/4wH99EQBTt",S,,1244250666769449000
2020-03-15 04:47:40+00:00,"حين فقد الأديب غابرييل ماركيز الذاكرة في آخر حياته، قال لصاحبه وهو يجلس بجانبه:أنا لا أعرفك ،ولكن أعرف أني أحبك .

“ المشاعر لا تُنسى أبدًا ” .
#صباح_الخير
#انثبروا_ببيوتكم",C,Hashemite Kingdom of Jordan,1239050610567270400
2020-03-14 20:13:30+00:00,#اجلس_بالبيت واللهم احفظ بلدنا آمن مطمئن وسائر البلدان ويحفظكم وأحبابكم .. ويرحمنا برحمته الواسعة..,C,سـلـطــنـة عُــمــان,1238921217475780600
2020-03-15 00:45:50+00:00,"Don’t despair !
Swear to Allah no eye has wilted 🥀 as Allah hiding for it the prettiest things..

😇☝️
اللهم آمين

#مال_الداخليه
 #اجلس_بالبيت #صباح_الخير 
 #تعليق_الدراسه_في_عمان
#باحثون_عن_عمل_يستغيثون198
#عُمان #الكورونا #الكويت_تستاهل https://t.co/f5dQWItfpp",C,إقليم سماءئيييل العظيم 🇴🇲,1238989748674445300
2020-03-29 19:17:36+00:00,📘🗒 #اعزل_نفسك,S,المملكة العربية السعودية,1244342966426239000
2020-03-14 22:11:40+00:00,"منثبرين بييوتنا بس النت كلش ما يساعد 
شكراً جزيلاً يا عالم جميل 💩
#انثبروا_ببيوتكم 
@ZainKuwait https://t.co/CMYEXhSr4G",P,,1238950951270125600
2020-03-28 11:03:12+00:00,"@s3adty10 #سعادتي_وقايتي

صافح ( بالنظر )  وابتسم 

. #كلنا_مسؤول #مسابقة #منع_التجول #خلك_في_بيتك #فعاليات_الحجر_المنزلي #المملكة_تستاهل_اكثر #الاخبار_الحلوه #خليك_في_البيت #الحجر_المنزلي #الأمن_العام https://t.co/H9r5awn2O1",P,,1243856158433120300
2020-03-29 07:56:12+00:00,"جده صارت مثلنا #منع_التجول الساعه ٣ العصر
شكل الرياض منع تجول كامل 😬",T,,1244171486270816300
2020-03-15 00:02:26+00:00,@KSA24 #كلنا_في_البيت_لاجل_السعوديه  #الوقايه_من_كورونا  #انثبروا_ببيوتكم https://t.co/iL487GL5kZ,S,,1238978826878832600
2020-03-14 22:35:03+00:00,"الحين جاء دورنا الفعلي اللي نثبت فيه حبنا و ولائنا لوطننا و حكومتنا؛ والله يحمينا من كل شر ويديم علينا امننا و اماننا.
#كلنا_في_البيت_لاجل_السعوديه",P,"جده,شارع الصحافه،هناك سكن قلبي",1238956838923747300
2020-03-15 20:56:57+00:00,#CoronaVirusSA #فعاليات_الحجر_المنزلي #انثبروا_ببيوتكم #بتمرن_بالبيت طفش وكل شي حولك اجل كيف لو انقطع النت https://t.co/RzXx26TfRd,T,,1239294536653983700
2020-04-06 21:02:54+00:00,"اللهم لا تحرمنا ما عندك بشر ما عندنا،وبلغنا رمضان ،وأعد مساجد المسلمين عامرة بذكرك، بالصلاة،والقيام،وقراءة القرآن 🌼💛 #نستطيع_اذا_اردنا 
#افوز_بصحتي 
#محفزون #همه_للعيد 
#الحجر_المنزلي #كلنا_بالبيت_لاجل_السعوديه 
#بتمرن_بالبيت
#انحف_بالبيت #بيتي_ممشى https://t.co/V7trF5lVi5",T,,1247268569873821700
2020-03-29 20:03:54+00:00,"#اعزل_نفسك
لولا اختلاف الأذواق لما راجت السلع #حقيقة ولولا أختلاف الأذواق لنفذت السلع ، توحدت حاجتنا بسبب هذا الظرف الحالي فنفذ فيتامين سي من الصيدليات، مررت بأكثر من صيدلية ولم أجده.
بعد كذا لو أسمع واحد يقول مشتهي سوشي ماراح أظهر أشمئزازي فلولا ذلك لخلت المطاعم مما نشتهي .",S,,1244354619012194300
2020-03-14 19:14:54+00:00,"انطباعات المتدربين الايجابية عن #دورة #تدريب_المدربين 
كل الشكر لكم للتفاعل والحماس الجميل أثناء الدورة وفي ختامها واثراءنا بمرئياتكم ..
#السعودية 
#ايقاف_الدوري 
#تعليق_عمل_البنوك 
#المدينة_الان 
#انثبروا_ببيوتكم 
#كلنا_في_البيت_لاجل_السعوديه https://t.co/iafLKz7NfM",S,المدينة المنورة,1238906469044686800
2020-03-15 06:33:59+00:00,"Real heroes 👏👏
We should thank them 🤝

🙂☝️
عاهدوا الله 🙏🏻

#مال_الداخليه
 #اجلس_بالبيت #صباح_الخير 
 #تعليق_الدراسه_في_عمان
#باحثون_عن_عمل_يستغيثون198
#ليش_داخل_التويتر #اغلاق_الصالونات #قابوس_بن_سعيد #ThingsYouShouldHoard https://t.co/RJE9Z3BhR1",C,إقليم سماءئيييل العظيم 🇴🇲,1239077366569320400
2020-03-30 15:33:23+00:00,"#اعزل_نفسك

يطلبون من البنات في جميع مواقع التواصل
يفتحون الخاص لشباب
ولا واحد بيطلع
🙄🙄😷😷😷",S,,1244648928483647500
2020-03-29 05:06:23+00:00,"نفسيًا ..!

غادر كل من حطم فيك شيئاً .. أو اطفأ بك وهجًا، واترك من خذلوك لا تشاركهم حديثًا أو مكاناً، اعبر بقلبك لمكان آمن، ولا تبحث عن سعادتك بالمكان الذي فقدتها فيه .
#اعزل_نفسك https://t.co/TVTjiyfBc2",S,,1244128751262335000
2020-03-14 20:39:59+00:00,"راح نشوف حمارة القايلة اللي نسمع عنها
 🤣🤣🤣🤣🤣🤣
#اغلاق_الصالونات #انثبروا_ببيوتكم 
#الكويت_تتصدى_لكورونا #الحجر_المنزلي 
#الكويت #كورونا https://t.co/CZm6RdmXDX",S,,1238927879095947300
2020-03-29 10:55:23+00:00,"#الحلقه_الاخيره #اعزل_نفسك
#تعليم_جدة  #شكرا_الدفاع_الجوي https://t.co/zvzc8oNWfm",S,,1244216577186246700
2020-03-29 17:27:15+00:00,#اعزل_نفسك اي أسره من الرياض أو شخص مريض أو احد يحتاج مواد غذائيه أدويه طبيه من الرياض فقط من الرياض يتواصل خاص الناس المحتاجه بس ..,S,الرياض,1244315194916057000
